Launch id,Files processed,Time needed(in seconds)
1,67,5.663111925125122
2,67,5.6815104484558105
3,67,7.520001411437988
4,67,5.234704256057739
5,67,5.279894113540649
6,67,5.885983467102051
7,67,5.671334981918335
8,67,5.754669666290283
9,67,5.39603328704834
10,67,9.385950088500977
